"Pseudotime","Group"
0.259843379860312,"AM"
0.369022670311709,"CM"
0.242846245411629,"CM"
0.823258816618335,"AM"
0.2294589347977,"AM"
0.260431274324637,"AM"
0.29745275345888,"AM"
0.233144472395753,"CM"
0.2857768071377,"CM"
0.292659856871757,"CM"
0.291528798203879,"AM"
0.332955259010352,"AM"
0.267443873544021,"CM"
0.528565766839142,"AM"
0.349076602525433,"CM"
0.314840339218544,"AM"
2.2843703900023,"AM"
0.355176640965211,"CM"
0.989784324820658,"AM"
0.325779627999941,"CM"
0.315007465659947,"AM"
0.303167914344267,"AM"
0.294964380472167,"CM"
0.202385673513059,"AM"
0.712085343807262,"AM"
0.267915662947099,"AM"
0.326761696459539,"AM"
0.298004329848575,"AM"
0.324194465429065,"AM"
0.31155026417784,"AM"
0.805841990920223,"AM"
0.267740030982776,"AM"
2.85868292244667,"AM"
0.240646861106243,"AM"
2.95163156331334,"AM"
0.32575613473844,"AM"
0.747761147254297,"AM"
0.43965518072087,"CM"
0.312743347445759,"AM"
0.213778774570859,"AM"
0.583639716163923,"AM"
0.328244366736795,"CM"
0.262006964552849,"AM"
0.306755047813852,"CM"
0.349061130446893,"AM"
0.270706342644174,"AM"
0.306530546221225,"AM"
0.333075653956551,"AM"
0.521771541386959,"CM"
0.313394316949621,"AM"
0.114525273041214,"CM"
0.17476085690672,"CM"
0.599298885750061,"AM"
0.213450748864051,"AM"
